ID,Annotation,Unassigned,Sample,s__Staphylococcus epidermidis,s__Cutibacterium acnes,s__Staphylococcus lugdunensis,s__Enterococcus faecalis,s__Streptococcus sp001556435,s__Bacillus_A anthracis,s__Streptococcus parasanguinis_B,s__Bifidobacterium bifidum,s__Escherichia coli_D,s__Escherichia flexneri,s__Streptococcus salivarius,s__Klebsiella pneumoniae,s__Veillonella parvula_A,s__Lactobacillus acidophilus,s__Staphylococcus aureus,s__Veillonella atypica,s__Enterobacter nimipressuralis,s__Actinomyces urogenitalis,s__Alloscardovia omnicolens,s__Anaerococcus sp002359915,s__Anaeroglobus micronuciformis,s__Atlantibacter hermannii,s__Bifidobacterium scardovii,s__Citrobacter freundii,s__Clostridium_P perfringens,s__Corynebacterium kroppenstedtii_A,s__Cutibacterium avidum,s__Enterococcus_A raffinosus,s__Enterococcus_B hirae,s__Finegoldia MIC6997,s__Klebsiella variicola,s__Klebsiella_A grimontii,s__Lactobacillus gasseri,s__Metakosakonia intestini,s__Negativicoccus succinicivorans,s__Streptococcus anginosus,s__Streptococcus vestibularis,s__Varibaculum cambriense,s__Veillonella dispar_A,s__Acinetobacter baumannii,s__Escherichia dysenteriae,s__Metakosakonia intermedia,s__Pseudomonas aeruginosa,s__Anaerococcus MIC9701,s__Anaerococcus sp001182725,s__Bifidobacterium animalis,s__Clostridium MIC8163,s__Finegoldia magna,s__Haemophilus_D MIC9623,s__Haemophilus_D sp001815355,s__Streptococcus agalactiae,s__Veillonella parvula,s__Veillonella rogosae,s__Neisseria mucosa_A,s__Streptococcus infantis_H,s__Streptococcus infantis_I,s__Streptococcus oralis,s__Bacteroides stercoris,s__Bacteroides uniformis,s__Bacteroides_B massiliensis,s__Bacteroides_B vulgatus,s__Bifidobacterium longum,s__Escherichia coli,s__Eubacterium callanderi,s__Parabacteroides distasonis,s__Parabacteroides merdae,s__Sutterella wadsworthensis_A,s__Bacillus_A cereus_AD,s__Rothia kristinae
6.3.4.13,Phosphoribosylamine--glycine ligase.,31,7405,NA,NA,NA,0,44,NA,NA,873,NA,NA,1,2,29,0,8,13,3,107,188,2,13,4,1295,16,11,0,0,22,2,3,181,0,0,0,11,1,2,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.3.4.14,Biotin carboxylase.,1,74010,2074,1,58,1510,0,21,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,70
6.3.4.14,Biotin carboxylase.,1,7406,5,NA,NA,0,NA,NA,NA,6,6,894,NA,878,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,1,0,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.3.4.14,Biotin carboxylase.,3,7405,NA,NA,NA,2,41,NA,NA,1839,NA,NA,4,0,0,0,7,0,0,0,0,0,0,2,2006,10,17,0,0,44,0,0,463,0,0,0,0,0,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.3.4.14,Biotin carboxylase.,7,7407,NA,1,NA,709,NA,NA,NA,736,NA,NA,NA,34,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,0,0,1,6,551,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.3.4.14,Biotin carboxylase.,10,7409,13,0,1,NA,NA,NA,NA,47,1193,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,760,0,5,4,103,26,1,NA,NA
6.3.4.14,Biotin carboxylase.,36,7408,597,6,111,2514,NA,38,372,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,5,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.3.4.15,Biotin--[biotin carboxyl-carrier protein] ligase.,1,74010,1380,2,50,1319,0,4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0
6.3.4.15,Biotin--[biotin carboxyl-carrier protein] ligase.,1,7407,NA,0,NA,451,NA,NA,NA,766,NA,NA,NA,31,369,0,7,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,20,0,0,428,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.3.4.15,Biotin--[biotin carboxyl-carrier protein] ligase.,1,7408,393,3,84,2351,NA,25,204,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,34,11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.3.4.15,Biotin--[biotin carboxyl-carrier protein] ligase.,2,7409,3,0,0,NA,NA,NA,NA,28,667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,299,145,239,2,36,0,0,NA,NA
6.3.4.15,Biotin--[biotin carboxyl-carrier protein] ligase.,4,7406,4,NA,NA,0,NA,NA,NA,25,1,672,NA,778,3,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.3.4.15,Biotin--[biotin carboxyl-carrier protein] ligase.,11,7405,NA,NA,NA,1,8,NA,NA,2055,NA,NA,16,1,111,0,3,1,0,0,0,1,11,5,936,4,13,0,0,18,0,7,147,0,0,0,2,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.3.4.16,NA,0,7405,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.3.4.18,5-(carboxyamino)imidazole ribonucleotide synthase.,0,74010,1816,0,57,508,1,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,39
6.3.4.18,5-(carboxyamino)imidazole ribonucleotide synthase.,0,7406,8,NA,NA,0,NA,NA,NA,8,0,741,NA,542,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,2,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.3.4.18,5-(carboxyamino)imidazole ribonucleotide synthase.,0,7407,NA,1,NA,170,NA,NA,NA,479,NA,NA,NA,17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,2,558,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.3.4.18,5-(carboxyamino)imidazole ribonucleotide synthase.,0,7409,1,0,0,NA,NA,NA,NA,27,1027,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,230,4,0,0,0,3,NA,NA
6.3.4.18,5-(carboxyamino)imidazole ribonucleotide synthase.,3,7405,NA,NA,NA,0,20,NA,NA,1140,NA,NA,9,3,0,0,4,0,2,114,151,0,0,5,1276,20,0,0,0,29,0,0,129,0,0,0,0,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.3.4.18,5-(carboxyamino)imidazole ribonucleotide synthase.,3,7408,569,0,81,957,NA,38,17,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,0,49,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.3.4.19,tRNA(Ile)-lysidine synthetase.,1,74010,1866,1,88,1442,0,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0
6.3.4.19,tRNA(Ile)-lysidine synthetase.,3,7406,8,NA,NA,0,NA,NA,NA,7,0,894,NA,660,0,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.3.4.19,tRNA(Ile)-lysidine synthetase.,3,7407,NA,2,NA,25,NA,NA,NA,380,NA,NA,NA,22,373,0,3,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,140,2,0,98,7,0,595,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.3.4.19,tRNA(Ile)-lysidine synthetase.,6,7409,0,0,0,NA,NA,NA,NA,17,1063,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,979,213,105,1,47,21,7,NA,NA
6.3.4.19,tRNA(Ile)-lysidine synthetase.,7,7405,NA,NA,NA,4,19,NA,NA,901,NA,NA,0,3,114,0,7,2,7,0,187,0,10,4,1109,8,25,0,0,5,1,0,198,0,98,0,15,0,2,29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.3.4.19,tRNA(Ile)-lysidine synthetase.,61,7408,655,2,119,2600,NA,49,254,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,24,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.3.4.2,CTP synthase (glutamine hydrolyzing).,1,74010,2151,3,68,948,0,11,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,50
6.3.4.2,CTP synthase (glutamine hydrolyzing).,4,7406,2,NA,NA,1,NA,NA,NA,8,19,1313,NA,1227,0,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,3,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.3.4.2,CTP synthase (glutamine hydrolyzing).,7,7407,NA,5,NA,70,NA,NA,NA,459,NA,NA,NA,23,298,0,5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,433,5,0,7,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.3.4.2,CTP synthase (glutamine hydrolyzing).,7,7409,4,0,1,NA,NA,NA,NA,19,1448,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,0,410,131,48,1,58,19,1,NA,NA
6.3.4.2,CTP synthase (glutamine hydrolyzing).,26,7405,NA,NA,NA,4,36,NA,NA,1022,NA,NA,0,0,34,0,3,7,1,176,153,0,17,5,1336,18,18,0,0,33,0,66,369,0,112,0,17,0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.3.4.2,CTP synthase (glutamine hydrolyzing).,70,7408,636,8,110,1674,NA,66,367,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,45,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.3.4.20,7-cyano-7-deazaguanine synthase.,0,7407,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,20,9,0,2,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,114,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.3.4.20,7-cyano-7-deazaguanine synthase.,2,74010,1397,0,49,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0
6.3.4.20,7-cyano-7-deazaguanine synthase.,3,7408,460,0,61,0,NA,18,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,27,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.3.4.20,7-cyano-7-deazaguanine synthase.,4,7406,5,NA,NA,0,NA,NA,NA,0,0,461,NA,394,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.3.4.20,7-cyano-7-deazaguanine synthase.,7,7409,3,0,1,NA,NA,NA,NA,0,539,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,334,0,8,0,20,14,0,NA,NA
6.3.4.20,7-cyano-7-deazaguanine synthase.,8,7405,NA,NA,NA,0,1,NA,NA,0,NA,NA,5,1,80,0,2,1,0,0,0,1,7,4,0,3,0,0,0,0,0,0,91,0,0,0,0,0,5,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.3.4.21,Nicotinate phosphoribosyltransferase.,1,7406,6,NA,NA,2,NA,NA,NA,7,0,611,NA,816,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,2,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.3.4.21,Nicotinate phosphoribosyltransferase.,3,7407,NA,0,NA,207,NA,NA,NA,539,NA,NA,NA,14,269,0,11,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,97,3,346,133,0,0,584,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.3.4.21,Nicotinate phosphoribosyltransferase.,4,74010,2403,0,65,12,2,21,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,32
6.3.4.21,Nicotinate phosphoribosyltransferase.,5,7405,NA,NA,NA,0,15,NA,NA,1422,NA,NA,20,3,1,0,11,11,1,107,143,0,14,4,1471,18,12,0,0,7,1,60,125,0,154,0,7,0,8,33,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.3.4.21,Nicotinate phosphoribosyltransferase.,7,7409,14,0,1,NA,NA,NA,NA,20,890,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,0,178,6,4,0,0,1,NA,NA
6.3.4.21,Nicotinate phosphoribosyltransferase.,30,7408,677,0,109,17,NA,63,310,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.3.4.3,Formate--tetrahydrofolate ligase.,0,7406,9,NA,NA,3,NA,NA,NA,8,0,0,NA,0,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.3.4.3,Formate--tetrahydrofolate ligase.,2,74010,2301,5,74,16,0,11,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,44
6.3.4.3,Formate--tetrahydrofolate ligase.,2,7409,7,0,0,NA,NA,NA,NA,39,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,589,262,0,2,36,21,1,NA,NA
6.3.4.3,Formate--tetrahydrofolate ligase.,10,7405,NA,NA,NA,0,27,NA,NA,1703,NA,NA,0,0,157,0,5,2,0,138,0,2,12,0,1714,0,23,0,0,13,0,93,0,0,109,0,11,0,3,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.3.4.3,Formate--tetrahydrofolate ligase.,106,7408,577,2,114,19,NA,21,495,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,22,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.3.4.3,Formate--tetrahydrofolate ligase.,174,7407,NA,9,NA,736,NA,NA,NA,600,NA,NA,NA,0,288,0,2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253,0,3,437,8,0,0,729,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.3.4.4,Adenylosuccinate synthase.,0,74010,2623,8,68,853,2,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,54
6.3.4.4,Adenylosuccinate synthase.,2,7406,4,NA,NA,0,NA,NA,NA,14,3,824,NA,650,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,5,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.3.4.4,Adenylosuccinate synthase.,4,7409,20,2,1,NA,NA,NA,NA,17,982,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,416,228,175,0,48,22,4,NA,NA
6.3.4.4,Adenylosuccinate synthase.,10,7405,NA,NA,NA,0,34,NA,NA,1474,NA,NA,10,1,169,1,12,7,0,109,189,0,17,3,1604,13,24,0,0,25,0,11,159,0,124,0,14,0,1,43,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.3.4.4,Adenylosuccinate synthase.,16,7408,831,7,127,1506,NA,30,261,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,0,103,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.3.4.4,Adenylosuccinate synthase.,89,7407,NA,7,NA,22,NA,NA,NA,545,NA,NA,NA,18,264,1,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,19,0,2,554,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.3.4.5,Argininosuccinate synthase.,2,7405,NA,NA,NA,0,9,NA,NA,1192,NA,NA,10,1,51,0,7,1,6,98,0,2,17,11,1226,7,23,0,0,39,0,0,158,0,0,0,2,0,1,33,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.3.4.5,Argininosuccinate synthase.,4,7407,NA,3,NA,0,NA,NA,NA,437,NA,NA,NA,14,448,0,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,290,0,5,1,520,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
